DevEui,JoinEui,Class,PRR,Total Messages,updf,upinfo,dntxed,joining,joined,dnfail,dnacked,Initial FCntUp,Last FCntUp,Expected Packets,Received Packets
00-95-69-0E-00-00-17-2E,01-02-03-04-05-06-07-08,C,100.00%,192,75,75,0,35,7,0,0,6,42,75,75
A8-17-58-FF-FE-04-09-06,N/A,A,100.00%,70,35,35,0,0,0,0,0,96531,96565,35,35
92-30-00-01-00-00-06-06,92-30-00-02-00-00-06-06,C,94.34%,108,50,50,0,4,4,0,0,5,8,53,50
92-30-00-01-00-00-01-15,92-30-00-02-00-00-01-15,C,100.00%,128,60,60,0,4,4,0,0,4,10,60,60
A8-17-58-FF-FE-04-AD-74,N/A,A,100.00%,70,35,35,0,0,0,0,0,86089,86123,35,35
00-95-69-0E-00-00-17-1C,01-02-03-04-05-06-07-08,C,97.26%,155,71,71,0,12,1,0,0,17,61,73,71
A8-17-58-FF-FE-04-AB-AC,N/A,A,100.00%,70,35,35,0,0,0,0,0,86088,86122,35,35
92-30-00-01-00-00-04-29,92-30-00-02-00-00-04-29,C,100.00%,114,53,53,0,4,4,0,0,17,5,53,53
92-30-00-01-00-00-05-75,92-30-00-02-00-00-05-75,C,100.00%,80,36,36,0,4,4,0,0,2,4,36,36
24-E1-24-13-6C-34-32-27,N/A,A,99.05%,208,104,104,0,0,0,0,0,76980,77084,105,104
00-95-69-0E-00-00-17-56,01-02-03-04-05-06-07-08,C,100.00%,166,69,69,0,23,5,0,0,58,44,69,69
92-30-00-01-00-00-00-97,92-30-00-02-00-00-00-97,C,100.00%,122,57,57,0,4,4,0,0,16,10,57,57
00-95-69-0E-00-00-15-5F,N/A,C,100.00%,140,70,70,0,0,0,0,0,4004,4073,70,70
A8-17-58-FF-FE-04-AC-51,N/A,A,100.00%,70,35,35,0,0,0,0,0,78413,78447,35,35
00-95-69-0E-00-00-16-7C,01-02-03-04-05-06-07-08,C,100.00%,177,74,74,0,26,3,0,0,5,59,74,74
A8-17-58-FF-FE-0A-26-32,N/A,A,97.14%,136,68,68,0,0,0,0,0,19351,19420,70,68
A8-17-58-FF-FE-04-AA-F1,N/A,A,100.00%,70,35,35,0,0,0,0,0,86085,86119,35,35
A8-17-58-FF-FE-04-01-C3,N/A,A,100.00%,70,35,35,0,0,0,0,0,96627,96661,35,35
00-95-69-0E-00-00-16-EA,01-02-03-04-05-06-07-08,C,62.83%,145,71,71,0,2,1,0,0,25,53,113,71
92-30-00-01-00-00-00-51,92-30-00-02-00-00-00-51,C,100.00%,122,56,56,0,5,5,0,0,13,5,56,56
00-95-69-0E-00-00-15-CD,01-02-03-04-05-06-07-08,C,100.00%,174,72,72,0,24,6,0,0,24,44,72,72
A8-17-58-FF-FE-04-01-CD,N/A,A,100.00%,70,35,35,0,0,0,0,0,96625,96659,35,35
A8-17-58-FF-FE-04-AD-1F,N/A,A,100.00%,70,35,35,0,0,0,0,0,85836,85870,35,35
00-95-69-0E-00-00-16-33,01-02-03-04-05-06-07-08,C,100.00%,152,72,72,0,5,3,0,0,43,46,72,72
A8-17-58-FF-FE-04-09-BE,N/A,A,100.00%,70,35,35,0,0,0,0,0,96628,96662,35,35
00-95-69-0E-00-00-16-E3,N/A,C,100.00%,144,72,72,0,0,0,0,0,127,198,72,72
00-95-69-0E-00-00-16-DF,01-02-03-04-05-06-07-08,C,100.00%,191,72,72,0,43,4,0,0,19,45,72,72
92-30-00-01-00-00-02-67,92-30-00-02-00-00-02-67,C,100.00%,170,73,73,0,12,12,0,0,6,6,73,73
00-95-69-0E-00-00-16-AF,01-02-03-04-05-06-07-08,C,100.00%,417,78,78,0,250,11,0,0,0,4,78,78
A8-17-58-FF-FE-04-AC-7F,N/A,A,100.00%,70,35,35,0,0,0,0,0,86089,86123,35,35
00-95-69-0E-00-00-17-2B,01-02-03-04-05-06-07-08,C,100.00%,154,72,72,0,8,2,0,0,11,52,72,72
A8-17-58-FF-FE-04-02-1A,N/A,A,100.00%,70,35,35,0,0,0,0,0,96636,96670,35,35
A8-17-58-FF-FE-06-3E-5D,N/A,A,100.00%,296,148,148,0,0,0,0,0,132235,132382,148,148
92-30-00-01-00-00-00-23,92-30-00-02-00-00-00-23,C,75.47%,89,40,40,0,5,4,0,0,7,9,53,40
92-30-00-01-00-00-04-89,92-30-00-02-00-00-04-89,C,100.00%,78,35,35,0,4,4,0,0,5,7,35,35
A8-17-58-FF-FE-04-AB-27,N/A,A,100.00%,70,35,35,0,0,0,0,0,86089,86123,35,35
92-30-00-01-00-00-01-31,92-30-00-02-00-00-01-31,C,100.00%,118,54,54,0,5,5,0,0,13,5,54,54
92-30-00-01-00-00-00-58,92-30-00-02-00-00-00-58,C,98.21%,120,55,55,0,5,5,0,0,1,7,56,55
00-95-69-0E-00-00-17-44,01-02-03-04-05-06-07-08,C,100.00%,222,77,77,0,61,7,0,0,4,43,77,77
A8-17-58-FF-FE-04-AB-AE,N/A,A,97.14%,68,34,34,0,0,0,0,0,86088,86122,35,34
00-95-69-0E-00-00-17-22,01-02-03-04-05-06-07-08,C,100.00%,150,73,73,0,3,1,0,0,15,50,73,73
00-95-69-0E-00-00-15-E7,N/A,C,100.00%,140,70,70,0,0,0,0,0,50,119,70,70
A8-17-58-FF-FE-04-AD-65,N/A,A,100.00%,70,35,35,0,0,0,0,0,85835,85869,35,35
92-30-00-01-00-00-01-33,92-30-00-02-00-00-01-33,C,100.00%,132,62,62,0,4,4,0,0,4,9,62,62
A8-17-58-FF-FE-04-01-35,N/A,A,100.00%,70,35,35,0,0,0,0,0,96533,96567,35,35
24-E1-24-13-6C-34-32-17,N/A,A,100.00%,214,107,107,0,0,0,0,0,104511,104617,107,107
A8-17-58-FF-FE-04-01-4A,N/A,A,100.00%,70,35,35,0,0,0,0,0,96532,96566,35,35
A8-17-58-FF-FE-04-4E-1B,N/A,A,100.00%,70,35,35,0,0,0,0,0,96581,96615,35,35
00-95-69-0E-00-00-15-A3,01-02-03-04-05-06-07-08,C,100.00%,169,65,65,0,33,6,0,0,0,36,65,65
92-30-00-01-00-00-03-30,92-30-00-02-00-00-03-30,C,100.00%,148,70,70,0,4,4,0,0,13,8,70,70
A8-17-58-FF-FE-04-AD-6D,N/A,A,100.00%,70,35,35,0,0,0,0,0,86087,86121,35,35
00-95-69-0E-00-00-16-69,01-02-03-04-05-06-07-08,C,50.00%,160,66,66,0,26,2,0,0,2,55,132,66
92-30-00-01-00-00-00-99,92-30-00-02-00-00-00-99,C,100.00%,120,56,56,0,4,4,0,0,7,10,56,56
92-30-00-01-00-00-03-07,92-30-00-02-00-00-03-07,C,100.00%,116,54,54,0,4,4,0,0,5,10,54,54
A8-17-58-FF-FE-04-01-09,N/A,A,100.00%,70,35,35,0,0,0,0,0,96507,96541,35,35
A8-17-58-FF-FE-04-AD-5D,N/A,A,100.00%,70,35,35,0,0,0,0,0,86087,86121,35,35
00-95-69-0E-00-00-16-AB,01-02-03-04-05-06-07-08,C,100.00%,181,70,70,0,35,6,0,0,25,46,70,70
A8-17-58-FF-FE-04-00-7E,N/A,A,100.00%,70,35,35,0,0,0,0,0,48494,48528,35,35
00-95-69-0E-00-00-17-1B,01-02-03-04-05-06-07-08,C,100.00%,210,71,71,0,62,6,0,0,0,44,71,71
A8-17-58-FF-FE-04-03-1A,N/A,A,97.14%,68,34,34,0,0,0,0,0,88860,88894,35,34
A8-17-58-FF-FE-04-02-A5,N/A,A,82.86%,58,29,29,0,0,0,0,0,96626,96660,35,29
92-30-00-01-00-00-01-91,92-30-00-02-00-00-01-91,C,94.92%,120,56,56,0,4,4,0,0,5,9,59,56
92-30-00-01-00-00-00-10,92-30-00-02-00-00-00-10,C,97.83%,98,45,45,0,4,4,0,0,9,10,46,45
92-30-00-01-00-00-04-25,92-30-00-02-00-00-04-25,C,100.00%,102,48,48,0,3,3,0,0,12,12,48,48
92-30-00-01-00-00-02-88,92-30-00-02-00-00-02-88,C,96.49%,120,55,55,0,5,5,0,0,1,8,57,55
92-30-00-01-00-00-00-34,92-30-00-02-00-00-00-34,C,100.00%,118,55,55,0,4,4,0,0,7,12,55,55
A8-17-58-FF-FE-04-03-06,N/A,A,100.00%,70,35,35,0,0,0,0,0,96624,96658,35,35
A8-17-58-FF-FE-04-AC-97,N/A,A,100.00%,70,35,35,0,0,0,0,0,86087,86121,35,35
00-95-69-0E-00-00-16-24,01-02-03-04-05-06-07-08,C,100.00%,183,73,73,0,34,3,0,0,11,40,73,73
00-95-69-0E-00-00-15-63,N/A,C,95.89%,140,70,70,0,0,0,0,0,276,348,73,70
92-30-00-01-00-00-01-70,92-30-00-02-00-00-01-70,C,96.39%,184,80,80,0,12,12,0,0,4,5,83,80
A8-17-58-FF-FE-06-5D-AD,N/A,A,100.00%,140,70,70,0,0,0,0,0,308,377,70,70
92-30-00-01-00-00-02-10,92-30-00-02-00-00-02-10,C,98.36%,128,60,60,0,4,4,0,0,13,12,61,60
A8-17-58-FF-FE-04-AD-B6,N/A,A,100.00%,70,35,35,0,0,0,0,0,86088,86122,35,35
00-95-69-0E-00-00-16-40,N/A,C,100.00%,144,72,72,0,0,0,0,0,212,283,72,72
00-95-69-0E-00-00-15-5C,N/A,C,100.00%,142,71,71,0,0,0,0,0,2399,2469,71,71
A8-17-58-FF-FE-04-AC-5B,N/A,A,91.43%,64,32,32,0,0,0,0,0,86088,86122,35,32
92-30-00-01-00-00-04-23,92-30-00-02-00-00-04-23,C,98.25%,122,56,56,0,5,5,0,0,11,4,57,56
92-30-00-01-00-00-02-85,92-30-00-02-00-00-02-85,C,100.00%,142,66,66,0,5,5,0,0,12,3,66,66
A8-17-58-FF-FE-04-08-D3,N/A,A,100.00%,70,35,35,0,0,0,0,0,96628,96662,35,35
A8-17-58-FF-FE-04-AC-ED,N/A,A,34.38%,22,11,11,0,0,0,0,0,86087,86118,32,11
A8-17-58-FF-FE-04-09-36,N/A,A,97.14%,68,34,34,0,0,0,0,0,96533,96567,35,34
00-95-69-0E-00-00-16-0C,01-02-03-04-05-06-07-08,C,100.00%,236,77,77,0,72,10,0,0,0,33,77,77
A8-17-58-FF-FE-04-AD-B1,N/A,A,100.00%,70,35,35,0,0,0,0,0,86087,86121,35,35
92-30-00-01-00-00-04-00,92-30-00-02-00-00-04-00,C,98.48%,138,65,65,0,4,4,0,0,7,13,66,65
00-95-69-0E-00-00-0E-69,AA-4E-54-50-10-00-00-06,C,100.00%,195,78,78,0,34,5,0,0,9,38,78,78
A8-17-58-FF-FE-06-63-33,N/A,A,100.00%,140,70,70,0,0,0,0,0,120804,120873,70,70
00-95-69-0E-00-00-0A-69,AA-4E-54-50-10-00-00-06,C,96.74%,193,89,89,0,12,3,0,0,1,69,92,89
A8-17-58-FF-FE-06-3E-DE,N/A,A,100.00%,334,167,167,0,0,0,0,0,185600,185766,167,167
A8-17-58-FF-FE-04-AB-0E,N/A,A,100.00%,70,35,35,0,0,0,0,0,86077,86111,35,35
A8-17-58-FF-FE-04-AC-D9,N/A,A,100.00%,70,35,35,0,0,0,0,0,86085,86119,35,35
A8-17-58-FF-FE-04-01-CE,N/A,A,100.00%,70,35,35,0,0,0,0,0,96625,96659,35,35
92-30-00-01-00-00-04-18,92-30-00-02-00-00-04-18,C,88.46%,147,69,69,0,5,4,0,0,15,21,78,69
A8-17-58-FF-FE-04-AC-44,N/A,A,94.29%,66,33,33,0,0,0,0,0,86085,86119,35,33
92-30-00-01-00-00-00-46,92-30-00-02-00-00-00-46,C,100.00%,116,54,54,0,4,4,0,0,6,11,54,54
00-95-69-0E-00-00-15-D2,01-02-03-04-05-06-07-08,C,100.00%,171,74,74,0,16,7,0,0,0,41,74,74
A8-17-58-FF-FE-04-AB-85,N/A,A,100.00%,70,35,35,0,0,0,0,0,86078,86112,35,35
A8-17-58-FF-FE-04-01-CB,N/A,A,100.00%,70,35,35,0,0,0,0,0,96626,96660,35,35
A8-17-58-FF-FE-04-AB-FD,N/A,A,100.00%,70,35,35,0,0,0,0,0,86087,86121,35,35
00-95-69-0E-00-00-16-D8,01-02-03-04-05-06-07-08,C,100.00%,159,68,68,0,20,3,0,0,6,40,68,68
A8-17-58-FF-FE-06-63-31,N/A,A,100.00%,140,70,70,0,0,0,0,0,120802,120871,70,70
92-30-00-01-00-00-04-32,92-30-00-02-00-00-04-32,C,100.00%,96,46,46,0,2,2,0,0,2,17,46,46
92-30-00-01-00-00-05-80,92-30-00-02-00-00-05-80,C,92.86%,88,39,39,0,5,5,0,0,7,2,42,39
A8-17-58-FF-FE-06-63-36,N/A,A,100.00%,140,70,70,0,0,0,0,0,120822,120891,70,70
A8-17-58-FF-FE-04-0A-CB,N/A,A,97.14%,68,34,34,0,0,0,0,0,96628,96662,35,34
92-30-00-01-00-00-05-01,92-30-00-02-00-00-05-01,C,100.00%,124,58,58,0,4,4,0,0,4,10,58,58
A8-17-58-FF-FE-04-AB-86,N/A,A,100.00%,70,35,35,0,0,0,0,0,86089,86123,35,35
A8-17-58-FF-FE-04-03-2B,N/A,A,91.43%,64,32,32,0,0,0,0,0,96734,96768,35,32
A8-17-58-FF-FE-06-3E-76,N/A,A,100.00%,314,157,157,0,0,0,0,0,174615,174771,157,157
A8-17-58-FF-FE-0A-26-38,N/A,A,100.00%,140,70,70,0,0,0,0,0,19251,19320,70,70
A8-17-58-FF-FE-06-73-48,N/A,A,100.00%,140,70,70,0,0,0,0,0,113713,113782,70,70
A8-17-58-FF-FE-04-4D-91,N/A,A,100.00%,70,35,35,0,0,0,0,0,96580,96614,35,35
A8-17-58-FF-FE-04-AA-51,N/A,A,100.00%,70,35,35,0,0,0,0,0,86086,86120,35,35
92-30-00-01-00-00-03-90,92-30-00-02-00-00-03-90,C,100.00%,102,46,46,0,5,5,0,0,8,3,46,46
A8-17-58-FF-FE-06-5D-19,N/A,A,100.00%,140,70,70,0,0,0,0,0,41895,41964,70,70
A8-17-58-FF-FE-04-AB-33,N/A,A,85.71%,60,30,30,0,0,0,0,0,86087,86121,35,30
92-30-00-01-00-00-01-58,92-30-00-02-00-00-01-58,C,100.00%,122,56,56,0,5,5,0,0,13,4,56,56
A8-17-58-FF-FE-04-0A-96,N/A,A,100.00%,70,35,35,0,0,0,0,0,87720,87754,35,35
92-30-00-01-00-00-01-56,92-30-00-02-00-00-01-56,C,98.18%,116,54,54,0,4,4,0,0,7,12,55,54
92-30-00-01-00-00-02-74,92-30-00-02-00-00-02-74,C,100.00%,116,54,54,0,4,4,0,0,7,11,54,54
92-30-00-01-00-00-01-13,92-30-00-02-00-00-01-13,C,98.68%,176,75,75,0,13,13,0,0,1,3,76,75
A8-17-58-FF-FE-06-2B-C8,N/A,A,100.00%,140,70,70,0,0,0,0,0,89003,89072,70,70
A8-17-58-FF-FE-04-AC-4B,N/A,A,100.00%,70,35,35,0,0,0,0,0,86089,86123,35,35
A8-17-58-FF-FE-04-01-BD,N/A,A,100.00%,70,35,35,0,0,0,0,0,96627,96661,35,35
92-30-00-01-00-00-00-98,92-30-00-02-00-00-00-98,C,100.00%,118,54,54,0,5,5,0,0,12,5,54,54
A8-17-58-FF-FE-04-62-57,N/A,A,100.00%,70,35,35,0,0,0,0,0,90542,90576,35,35
A8-17-58-FF-FE-04-AB-40,N/A,A,100.00%,70,35,35,0,0,0,0,0,86088,86122,35,35
92-30-00-01-00-00-02-21,92-30-00-02-00-00-02-21,C,100.00%,116,54,54,0,4,4,0,0,5,10,54,54
A8-17-58-FF-FE-04-AB-B2,N/A,A,100.00%,70,35,35,0,0,0,0,0,86086,86120,35,35
92-30-00-01-00-00-00-07,92-30-00-02-00-00-00-07,C,96.43%,118,54,54,0,5,5,0,0,1,6,56,54
A8-17-58-FF-FE-04-AD-6E,N/A,A,100.00%,70,35,35,0,0,0,0,0,86087,86121,35,35
92-30-00-01-00-00-01-88,92-30-00-02-00-00-01-88,C,100.00%,116,54,54,0,4,4,0,0,5,10,54,54
A8-17-58-FF-FE-04-09-F4,N/A,A,100.00%,70,35,35,0,0,0,0,0,96624,96658,35,35
A8-17-58-FF-FE-04-AD-2F,N/A,A,100.00%,70,35,35,0,0,0,0,0,86089,86123,35,35
92-30-00-01-00-00-04-75,92-30-00-02-00-00-04-75,C,100.00%,122,57,57,0,4,4,0,0,8,15,57,57
A8-17-58-FF-FE-04-09-F0,N/A,A,100.00%,70,35,35,0,0,0,0,0,96626,96660,35,35
92-30-00-01-00-00-04-31,92-30-00-02-00-00-04-31,C,97.96%,104,48,48,0,4,4,0,0,5,8,49,48
92-30-00-01-00-00-02-81,92-30-00-02-00-00-02-81,C,100.00%,118,55,55,0,4,4,0,0,15,5,55,55
92-30-00-01-00-00-04-22,92-30-00-02-00-00-04-22,C,100.00%,132,61,61,0,5,5,0,0,12,4,61,61
A8-17-58-FF-FE-04-09-F6,N/A,A,100.00%,70,35,35,0,0,0,0,0,96626,96660,35,35
A8-17-58-FF-FE-04-AB-F9,N/A,A,100.00%,70,35,35,0,0,0,0,0,86089,86123,35,35
92-30-00-01-00-00-03-97,92-30-00-02-00-00-03-97,C,100.00%,128,59,59,0,5,5,0,0,1,5,59,59
A8-17-58-FF-FE-04-AA-F0,N/A,A,100.00%,70,35,35,0,0,0,0,0,86084,86118,35,35
A8-17-58-FF-FE-06-3D-23,N/A,A,100.00%,164,82,82,0,0,0,0,0,148616,148697,82,82
92-30-00-01-00-00-00-59,92-30-00-02-00-00-00-59,C,100.00%,118,54,54,0,5,5,0,0,12,5,54,54
A8-17-58-FF-FE-04-02-25,N/A,A,100.00%,70,35,35,0,0,0,0,0,96625,96659,35,35
A8-17-58-FF-FE-04-AA-EB,N/A,A,100.00%,70,35,35,0,0,0,0,0,86085,86119,35,35
92-30-00-01-00-00-02-59,92-30-00-02-00-00-02-59,C,98.18%,116,54,54,0,4,4,0,0,4,9,55,54
92-30-00-01-00-00-02-93,92-30-00-02-00-00-02-93,C,100.00%,126,60,60,0,3,3,0,0,6,12,60,60
A8-17-58-FF-FE-0A-26-30,N/A,A,100.00%,140,70,70,0,0,0,0,0,19351,19420,70,70
00-95-69-0E-00-00-0A-95,N/A,C,100.00%,140,70,70,0,0,0,0,0,320,389,70,70
A8-17-58-FF-FE-04-00-76,N/A,A,100.00%,70,35,35,0,0,0,0,0,96740,96774,35,35
A8-17-58-FF-FE-06-5F-27,N/A,A,100.00%,140,70,70,0,0,0,0,0,18077,18146,70,70
92-30-00-01-00-00-00-72,92-30-00-02-00-00-00-72,C,63.33%,85,38,38,0,5,4,0,0,9,15,60,38
A8-17-58-FF-FE-04-AD-C0,N/A,A,100.00%,70,35,35,0,0,0,0,0,86086,86120,35,35
A8-17-58-FF-FE-06-3D-27,N/A,A,100.00%,140,70,70,0,0,0,0,0,92871,92940,70,70
A8-17-58-FF-FE-04-09-05,N/A,A,100.00%,70,35,35,0,0,0,0,0,96530,96564,35,35
92-30-00-01-00-00-02-55,92-30-00-02-00-00-02-55,C,100.00%,116,54,54,0,4,4,0,0,5,10,54,54
A8-17-58-FF-FE-04-AC-E9,N/A,A,100.00%,70,35,35,0,0,0,0,0,85836,85870,35,35
00-13-7A-10-00-01-E9-51,N/A,A,100.00%,138,69,69,0,0,0,0,0,60040,60108,69,69
A8-17-58-FF-FE-06-2B-C5,N/A,A,100.00%,140,70,70,0,0,0,0,0,88909,88978,70,70
A8-17-58-FF-FE-04-03-0E,N/A,A,100.00%,70,35,35,0,0,0,0,0,96624,96658,35,35
92-30-00-01-00-00-05-41,92-30-00-02-00-00-05-41,C,100.00%,82,36,36,0,5,5,0,0,1,3,36,36
92-30-00-01-00-00-05-06,92-30-00-02-00-00-05-06,C,100.00%,85,36,36,0,8,5,0,0,9,2,36,36
A8-17-58-FF-FE-04-AD-2B,N/A,A,100.00%,70,35,35,0,0,0,0,0,86089,86123,35,35
A8-17-58-FF-FE-04-02-CF,N/A,A,100.00%,70,35,35,0,0,0,0,0,96601,96635,35,35
A8-17-58-FF-FE-04-4E-33,N/A,A,100.00%,70,35,35,0,0,0,0,0,92713,92747,35,35
A8-17-58-FF-FE-04-AC-EE,N/A,A,100.00%,70,35,35,0,0,0,0,0,85836,85870,35,35
92-30-00-01-00-00-03-15,92-30-00-02-00-00-03-15,C,100.00%,116,54,54,0,4,4,0,0,4,9,54,54
92-30-00-01-00-00-00-24,92-30-00-02-00-00-00-24,C,98.21%,118,55,55,0,4,4,0,0,4,10,56,55
92-30-00-01-00-00-03-96,92-30-00-02-00-00-03-96,C,100.00%,146,69,69,0,4,4,0,0,8,9,69,69
A8-17-58-FF-FE-04-08-29,N/A,A,100.00%,70,35,35,0,0,0,0,0,96623,96657,35,35
92-30-00-01-00-00-03-76,92-30-00-02-00-00-03-76,C,100.00%,134,63,63,0,4,4,0,0,9,13,63,63
A8-17-58-FF-FE-04-AC-D8,N/A,A,97.14%,68,34,34,0,0,0,0,0,86087,86121,35,34
A8-17-58-FF-FE-04-AB-3F,N/A,A,100.00%,70,35,35,0,0,0,0,0,86090,86124,35,35
92-30-00-01-00-00-05-51,N/A,C,100.00%,76,38,38,0,0,0,0,0,63840,63877,38,38
A8-17-58-FF-FE-04-08-DB,N/A,A,100.00%,70,35,35,0,0,0,0,0,96531,96565,35,35
A8-17-58-FF-FE-04-AD-73,N/A,A,100.00%,70,35,35,0,0,0,0,0,86088,86122,35,35
A8-17-58-FF-FE-04-4D-C4,N/A,A,100.00%,70,35,35,0,0,0,0,0,96578,96612,35,35
A8-17-58-FF-FE-04-0A-CF,N/A,A,100.00%,70,35,35,0,0,0,0,0,96627,96661,35,35
A8-17-58-FF-FE-04-0A-BB,N/A,A,100.00%,70,35,35,0,0,0,0,0,96556,96590,35,35
A8-17-58-FF-FE-04-AC-D4,N/A,A,100.00%,70,35,35,0,0,0,0,0,86087,86121,35,35
92-30-00-01-00-00-00-55,92-30-00-02-00-00-00-55,C,100.00%,122,56,56,0,5,5,0,0,11,6,56,56
92-30-00-01-00-00-04-51,92-30-00-02-00-00-04-51,C,100.00%,141,65,65,0,6,5,0,0,1,3,65,65
92-30-00-01-00-00-04-82,N/A,C,100.00%,74,37,37,0,0,0,0,0,86963,86999,37,37
92-30-00-01-00-00-00-28,92-30-00-02-00-00-00-28,Unknown,58.82%,71,30,30,0,7,4,0,0,13,20,51,30
92-30-00-01-00-00-02-32,92-30-00-02-00-00-02-32,C,100.00%,118,54,54,0,5,5,0,0,12,5,54,54
A8-17-58-FF-FE-03-FF-84,N/A,A,97.14%,68,34,34,0,0,0,0,0,96531,96565,35,34
A8-17-58-FF-FE-04-00-83,N/A,A,100.00%,70,35,35,0,0,0,0,0,88896,88930,35,35
A8-17-58-FF-FE-04-08-36,N/A,A,100.00%,70,35,35,0,0,0,0,0,88860,88894,35,35
A8-17-58-FF-FE-04-AB-02,N/A,A,100.00%,70,35,35,0,0,0,0,0,85839,85873,35,35
A8-17-58-FF-FE-03-4D-06,N/A,A,100.00%,70,35,35,0,0,0,0,0,82157,82191,35,35
92-30-00-01-00-00-05-92,92-30-00-02-00-00-05-92,C,100.00%,95,41,41,0,8,5,0,0,8,2,41,41
92-30-00-01-00-00-04-77,92-30-00-02-00-00-04-77,C,97.30%,80,36,36,0,4,4,0,0,2,4,37,36
A8-17-58-FF-FE-06-62-F6,N/A,A,100.00%,140,70,70,0,0,0,0,0,120803,120872,70,70
92-30-00-01-00-00-04-61,92-30-00-02-00-00-04-61,C,100.00%,120,55,55,0,5,5,0,0,18,5,55,55
92-30-00-01-00-00-00-15,92-30-00-02-00-00-00-15,C,100.00%,145,60,60,0,13,12,0,0,4,3,60,60
92-30-00-01-00-00-01-24,92-30-00-02-00-00-01-24,C,100.00%,106,48,48,0,5,5,0,0,10,5,48,48
92-30-00-01-00-00-02-43,92-30-00-02-00-00-02-43,C,100.00%,102,47,47,0,4,4,0,0,7,10,47,47
A8-17-58-FF-FE-04-02-E1,N/A,A,100.00%,70,35,35,0,0,0,0,0,82158,82192,35,35
92-30-00-01-00-00-01-12,92-30-00-02-00-00-01-12,C,98.33%,126,59,59,0,4,4,0,0,4,3,60,59
92-30-00-01-00-00-04-57,92-30-00-02-00-00-04-57,C,93.22%,116,55,55,0,3,3,0,0,12,12,59,55
A8-17-58-FF-FE-04-AC-8B,N/A,A,97.14%,68,34,34,0,0,0,0,0,86087,86121,35,34
92-30-00-01-00-00-03-46,92-30-00-02-00-00-03-46,C,100.00%,118,54,54,0,5,5,0,0,1,6,54,54
A8-17-58-FF-FE-04-08-47,N/A,A,100.00%,70,35,35,0,0,0,0,0,88858,88892,35,35
A8-17-58-FF-FE-04-4E-1E,N/A,A,100.00%,70,35,35,0,0,0,0,0,96580,96614,35,35
A8-17-58-FF-FE-06-3E-78,N/A,A,100.00%,152,76,76,0,0,0,0,0,127400,127475,76,76
92-30-00-01-00-00-05-52,N/A,C,100.00%,72,36,36,0,0,0,0,0,5435,5470,36,36
A8-17-58-FF-FE-06-3D-22,N/A,A,100.00%,150,75,75,0,0,0,0,0,40312,40386,75,75
92-30-00-01-00-00-01-22,92-30-00-02-00-00-01-22,C,100.00%,122,56,56,0,5,5,0,0,8,3,56,56
A8-17-58-FF-FE-06-3E-5E,N/A,A,100.00%,238,119,119,0,0,0,0,0,126615,126733,119,119
A8-17-58-FF-FE-06-3D-76,N/A,A,100.00%,156,78,78,0,0,0,0,0,128106,128183,78,78
92-30-00-01-00-00-03-88,92-30-00-02-00-00-03-88,C,100.00%,118,54,54,0,5,5,0,0,1,6,54,54
A8-17-58-FF-FE-06-3E-5B,N/A,A,100.00%,172,86,86,0,0,0,0,0,121607,121692,86,86
92-30-00-01-00-00-03-01,92-30-00-02-00-00-03-01,C,100.00%,100,45,45,0,6,4,0,0,6,10,45,45
A8-17-58-FF-FE-04-AC-DC,N/A,A,100.00%,70,35,35,0,0,0,0,0,86078,86112,35,35
A8-17-58-FF-FE-04-AD-B9,N/A,A,100.00%,70,35,35,0,0,0,0,0,86084,86118,35,35
A8-17-58-FF-FE-04-0A-D2,N/A,A,100.00%,70,35,35,0,0,0,0,0,96626,96660,35,35
A8-17-58-FF-FE-04-AD-5F,N/A,A,100.00%,70,35,35,0,0,0,0,0,86084,86118,35,35
A8-17-58-FF-FE-04-AC-43,N/A,A,100.00%,70,35,35,0,0,0,0,0,86088,86122,35,35
A8-17-58-FF-FE-03-FF-85,N/A,A,100.00%,70,35,35,0,0,0,0,0,96531,96565,35,35
A8-17-58-FF-FE-06-63-37,N/A,A,100.00%,140,70,70,0,0,0,0,0,120820,120889,70,70
A8-17-58-FF-FE-04-4D-9F,N/A,A,100.00%,70,35,35,0,0,0,0,0,96581,96615,35,35
A8-17-58-FF-FE-04-01-43,N/A,A,100.00%,70,35,35,0,0,0,0,0,96533,96567,35,35
A8-17-58-FF-FE-04-01-85,N/A,A,100.00%,70,35,35,0,0,0,0,0,89006,89040,35,35
A8-17-58-FF-FE-04-08-CF,N/A,A,100.00%,70,35,35,0,0,0,0,0,96628,96662,35,35
A8-17-58-FF-FE-04-01-37,N/A,A,100.00%,70,35,35,0,0,0,0,0,88859,88893,35,35
92-30-00-01-00-00-02-44,92-30-00-02-00-00-02-44,C,96.77%,130,60,60,0,5,5,0,0,1,7,62,60
A8-17-58-FF-FE-03-FF-8B,N/A,A,100.00%,70,35,35,0,0,0,0,0,96820,96854,35,35
A8-17-58-FF-FE-04-AD-0F,N/A,A,100.00%,70,35,35,0,0,0,0,0,86089,86123,35,35
A8-17-58-FF-FE-04-AC-DE,N/A,A,97.06%,66,33,33,0,0,0,0,0,86086,86119,34,33
A8-17-58-FF-FE-04-03-11,N/A,A,100.00%,70,35,35,0,0,0,0,0,96618,96652,35,35
A8-17-58-FF-FE-06-63-39,N/A,A,100.00%,140,70,70,0,0,0,0,0,120814,120883,70,70
